Cust_ID	name	code	pop	Block	Ship_mode	Discount	Weight_gm	Cust_calls	Prior_purchases	Priority	Gender	Cust_rating	Cost	Timeliness
3424	Greenland	GRL	32390091.39	D	Flight	63	2455	3	10	medium	M	4	272	1
3425	Grenada	GRD	32399110.41	A	Ship	1	1872	6	4	medium	F	4	269	0
3426	Guadeloupe	GLP	32408129.43	D	Road	21	2476	3	3	low	F	5	251	1
3427	Guatemala	GTM	32417148.45	D	Flight	4	4819	2	3	low	F	2	149	1
3428	Guinea	GIN	32426167.46	A	Ship	2	5735	4	4	medium	M	3	145	0
3429	Guinea-Bissau	GNB	32435186.48	B	Ship	5	1866	7	4	low	F	3	286	1
3430	Guyana	GUY	32444205.5	D	Road	4	4887	6	5	low	M	1	188	0
3431	Haiti	HTI	32453224.52	F	Flight	10	4919	4	3	high	M	5	260	0
3432	Holy See (Vatican City)	VAT	32462243.54	F	Ship	6	5326	4	2	low	M	2	142	0
3433	Honduras	HND	32471262.56	C	Ship	5	4052	3	2	high	M	5	238	0
3434	Hong Kong	HKG	32480281.58	B	Ship	16	1052	3	7	medium	F	5	162	1
3435	Hungary	HUN	32489300.6	F	Ship	5	3251	3	3	high	M	1	195	1
3436	Iceland	ISL	32498319.62	C	Ship	3	5364	4	3	high	F	2	173	0
3437	India	IND	32507338.64	D	Ship	2	5448	5	2	medium	F	2	241	0
3438	Indonesia	IDN	32516357.66	B	Ship	12	1672	4	3	medium	M	5	141	1
3439	Iran (Islamic Republic of)	IRN	32525376.68	A	Ship	59	3444	5	2	low	F	4	221	1
3440	Iraq	IRQ	32534395.7	B	Road	2	1869	5	5	medium	F	3	237	1
3441	Ireland	IRL	32543414.72	D	Ship	41	1992	4	2	high	F	1	161	1
3442	Isle of Man	IMN	32552433.74	F	Ship	2	5016	4	3	medium	M	4	135	0
3443	Israel	ISR	32561452.76	C	Ship	10	5487	4	3	medium	M	2	198	1
3444	Italy	ITA	32570471.78	F	Ship	10	1556	6	4	low	M	2	247	0
3445	Jamaica	JAM	32579490.8	F	Ship	7	4809	3	2	medium	F	5	194	0
3446	Japan	JPN	32588509.82	C	Ship	8	5440	5	6	medium	M	4	260	1
3447	Jordan	JOR	32597528.84	F	Flight	4	1438	5	4	medium	M	1	250	0
3448	Kazakhstan	KAZ	32606547.86	A	Road	7	5814	4	2	low	M	3	270	0
3449	Kenya	KEN	32615566.88	B	Ship	8	5030	3	3	high	M	1	253	1
3450	Kiribati	KIR	32624585.9	F	Ship	19	3076	3	3	medium	M	4	274	1
3451	Korea	PRK	32633604.92	A	Ship	9	5382	4	3	high	F	4	173	1
3452	Korea	KOR	32642623.94	F	Ship	10	4245	4	4	low	F	1	169	0
3453	Kuwait	KWT	32651642.95	D	Ship	10	5939	2	2	low	M	1	148	1
3454	Kyrgyzstan	KGZ	32660661.97	B	Road	13	2042	4	3	low	F	4	238	1
3455	Lao People's Democratic Republic	LAO	32669680.99	B	Flight	2	3564	5	3	high	F	4	242	1
3456	Latvia	LVA	32678700.01	B	Ship	5	5696	3	3	medium	M	1	172	1
3457	Lebanon	LBN	32687719.03	B	Flight	8	4240	4	3	medium	M	3	148	1
3458	Lesotho	LSO	32696738.05	F	Road	3	1544	7	5	low	F	5	133	1
3459	Liberia	LBR	32705757.07	F	Ship	5	5325	4	7	low	F	1	152	1
3460	Libyan Arab Jamahiriya	LBY	32714776.09	A	Ship	6	4056	3	3	medium	M	2	153	0
3461	Liechtenstein	LIE	32723795.11	D	Flight	7	4764	5	2	medium	M	2	259	0
3462	Lithuania	LTU	32732814.13	C	Ship	8	5206	4	3	low	F	4	241	1
3463	Luxembourg	LUX	32741833.15	F	Ship	5	5182	4	4	low	F	1	198	0
3464	Macau	MAC	32750852.17	C	Road	27	1581	3	5	low	M	5	109	1
3465	Madagascar	MDG	32759871.19	F	Ship	3	4000	4	2	low	M	2	245	0
3466	Malawi	MWI	32768890.21	F	Road	10	4024	3	2	high	M	2	180	0
3467	Malaysia	MYS	32777909.23	A	Ship	1	1518	5	5	low	M	2	239	1
3468	Maldives	MDV	32786928.25	F	Ship	5	1241	6	4	low	F	4	279	0
3469	Mali	MLI	32795947.27	A	Ship	9	4429	4	4	medium	M	3	197	0
3470	Malta	MLT	32804966.29	C	Flight	2	1128	5	5	low	F	5	260	0
3471	Marshall Islands	MHL	32813985.31	F	Flight	27	1814	3	3	low	F	2	115	1
3472	Martinique	MTQ	32823004.33	A	Ship	35	3215	4	4	low	F	5	242	1
3473	Mauritania	MRT	32832023.35	A	Ship	1	4082	4	4	medium	M	5	236	0
3474	Mauritius	MUS	32841042.37	B	Ship	9	4228	3	2	medium	F	2	256	1
3475	Mayotte	MYT	32850061.39	D	Ship	6	1005	7	4	low	F	2	296	1
3476	Mexico	MEX	32859080.41	F	Flight	12	1038	4	4	medium	F	5	157	1
3477	Micronesia	 Federated States of	32868099.43	B	Ship	10	1078	5	6	low	F	3	243	1
3478	Monaco	MCO	32877118.44	D	Ship	5	4996	4	2	medium	M	2	170	1
3479	Mongolia	MNG	32886137.46	A	Flight	2	5840	4	5	low	F	5	196	0
3480	Montenegro	MNE	32895156.48	C	Ship	5	5664	4	4	low	M	1	258	0
3481	Montserrat	MSR	32904175.5	F	Ship	2	4657	4	2	high	F	5	201	0
3482	Morocco	JUN	32913194.52	F	Ship	53	1850	2	4	low	F	3	160	1
3483	Mozambique	MOZ	32922213.54	B	Ship	23	3775	4	3	low	F	1	266	1
3484	Namibia	NAM	32931232.56	A	Ship	21	2003	3	3	low	F	4	260	1
3485	Nauru	NRU	32940251.58	F	Ship	4	5042	3	3	low	F	5	147	0
3486	Nepal	NPL	32949270.6	A	Ship	10	4659	3	2	medium	M	2	199	0
3487	Netherlands	NLD	32958289.62	D	Ship	1	4885	4	4	low	F	5	200	0
3488	New Caledonia	NCL	32967308.64	F	Road	7	5320	3	2	low	F	1	221	0
3489	New Zealand	NZL	32976327.66	F	Ship	7	5503	3	3	low	F	2	220	0
3490	Nicaragua	NIC	32985346.68	F	Flight	6	4573	4	5	medium	F	1	214	1
3491	Niger	NER	32994365.7	B	Ship	1	5910	2	3	high	M	3	239	0
3492	Nigeria	NGA	33003384.72	D	Ship	1	4266	4	3	low	F	4	213	0
3493	Niue	NIU	33012403.74	D	Ship	32	1367	6	5	medium	M	3	133	1
3494	Norway	NOR	33021422.76	C	Ship	45	3448	3	2	medium	F	4	181	1
3495	Oman	OMN	33030441.78	B	Ship	8	1815	5	5	low	F	1	242	0
3496	Pakistan	PAK	33039460.8	D	Ship	16	2577	3	2	medium	F	3	245	1
3497	Palau	PLW	33048479.82	C	Ship	40	1446	5	2	medium	F	5	172	1
3498	Palestine	PSE	33057498.84	F	Ship	10	4375	4	3	high	M	1	234	0
3499	Panama	PAN	33066517.86	F	Road	9	1936	6	4	medium	F	4	287	1
3500	Papua New Guinea	PNG	33075536.88	F	Ship	8	4350	5	2	medium	M	5	263	0
3501	Paraguay	PRY	33084555.9	F	Flight	6	1944	5	4	low	F	1	248	1
3502	Peru	PER	33093574.92	F	Ship	10	1112	5	5	low	F	3	245	0
3503	Philippines	PHL	33102593.93	B	Ship	8	5608	3	2	low	M	2	253	0
3504	Poland	POL	33111612.95	F	Road	8	1367	5	5	medium	M	2	266	0
3505	Portugal	PRT	33120631.97	F	Ship	5	4985	4	3	low	M	2	159	1
3506	Puerto Rico	PRI	33129650.99	B	Flight	4	5911	5	4	low	M	4	260	1
3507	Qatar	QAT	33138670.01	D	Ship	8	4410	3	3	medium	M	4	240	0
3508	Republic of Moldova	MDA	33147689.03	D	Ship	6	4630	3	2	low	M	4	252	1
3509	Reunion	REU	33156708.05	B	Road	1	5035	3	6	high	F	2	286	1
3510	Romania	ROU	33165727.07	F	Ship	1	4402	4	2	medium	M	3	143	1
3511	Russia	RUS	33174746.09	D	Ship	5	4467	4	2	medium	M	2	156	1
3512	Rwanda	RWA	33183765.11	C	Ship	8	5401	3	8	medium	F	1	242	0
3513	Saint Barthelemy	BLM	33192784.13	C	Ship	8	1311	5	4	low	M	5	162	0
3514	Saint Kitts and Nevis	KNA	33201803.15	F	Ship	56	3709	5	4	medium	M	4	281	1
3515	Saint Lucia	LCA	33210822.17	F	Ship	8	1943	4	5	medium	M	1	232	0
3516	Saint Martin	MAF	33219841.19	F	Ship	3	4862	4	2	medium	F	3	247	1
3517	Saint Pierre and Miquelon	SPM	33228860.21	A	Ship	1	4929	3	10	high	F	5	172	1
3518	Samoa	WSM	33237879.23	F	Ship	10	4938	5	2	low	F	2	235	0
3519	San Marino	SMR	33246898.25	F	Ship	6	1822	6	4	medium	F	3	269	1
3520	Sao Tome and Principe	STP	33255917.27	C	Ship	3	4644	4	2	low	F	1	244	1
3521	Saudi Arabia	SAU	33264936.29	C	Ship	5	5323	6	5	medium	M	1	123	1
3522	Senegal	SEN	33273955.31	B	Ship	2	4198	5	3	low	M	2	244	0
3523	Serbia	SRB	33282974.33	F	Ship	3	5722	3	4	low	M	3	261	1
3524	Seychelles	SYC	33291993.35	D	Ship	10	1606	6	4	low	F	1	245	0
3525	Sierra Leone	SLE	33301012.37	B	Ship	10	4858	6	3	low	F	1	170	0
3526	Singapore	SGP	33310031.39	F	Flight	8	1257	4	5	low	F	1	263	0
3527	Slovakia	SVK	33319050.4	C	Road	36	3912	4	5	low	M	4	203	1
3528	Slovenia	SVN	33328069.42	F	Flight	7	4422	3	2	medium	F	5	262	1
3529	Solomon Islands	SLB	33337088.44	F	Ship	9	4568	5	2	low	F	3	249	0
3530	Somalia	SOM	33346107.46	D	Ship	6	1552	5	6	low	F	2	236	0
3531	South Africa	ZAF	33355126.48	F	Road	4	4337	4	2	low	F	4	238	1
3532	Spain	ESP	33364145.5	F	Flight	63	2156	2	4	medium	F	1	205	1
3533	Sri Lanka	LKA	33373164.52	B	Ship	20	3080	4	3	medium	M	4	197	1
3534	Sudan	SDN	33382183.54	B	Ship	3	4566	3	3	low	F	4	267	0
3535	Suriname	SUR	33391202.56	D	Ship	2	1912	4	5	medium	F	1	226	0
3536	Swaziland	SWZ	33400221.58	F	Road	6	5547	5	3	high	M	5	199	1
3537	Sweden	SWE	33409240.6	C	Ship	5	5759	5	2	low	M	1	239	1
3538	Switzerland	CHE	33418259.62	A	Ship	2	4909	4	3	low	F	5	243	0
3539	Syrian Arab Republic	SYR	33427278.64	F	Ship	22	3818	3	3	low	M	4	218	1
3540	Taiwan	TWN	33436297.66	F	Ship	7	4598	3	2	medium	M	1	202	0
3541	Tajikistan	TJK	33445316.68	A	Ship	10	5389	2	2	medium	F	4	245	0
3542	Thailand	THA	33454335.7	F	Ship	3	4299	4	2	low	M	2	170	0
3543	Macedonia	MKD	33463354.72	B	Ship	6	1489	5	5	low	M	3	240	0
3544	Timor-Leste	TLS	33472373.74	F	Ship	7	4525	4	3	medium	F	3	208	1
3545	Togo	TGO	33481392.76	F	Ship	4	1454	5	5	low	M	5	269	0
3546	Tonga	TON	33490411.78	A	Road	9	5952	3	3	medium	F	1	149	1
3547	Trinidad and Tobago	TTO	33499430.8	F	Ship	4	4352	3	2	medium	M	5	186	0
3548	Tunisia	TUN	33508449.82	C	Flight	6	1703	6	4	low	F	1	261	1
3549	Turkey	TUR	33517468.84	F	Flight	6	4062	3	3	medium	M	1	244	1
3550	Turkmenistan	TKM	33526487.86	F	Road	48	2767	4	4	low	M	5	225	1
3551	Turks and Caicos Islands	TCA	33535506.88	A	Ship	4	5873	5	3	medium	M	4	193	0
3552	Tuvalu	TUV	33544525.89	D	Ship	50	1186	5	2	low	F	2	96	1
3553	Uganda	UGA	33553544.91	A	Ship	10	4255	5	2	medium	M	5	221	1
3554	Ukraine	UKR	33562563.93	F	Ship	8	1443	6	5	low	M	5	301	0
3555	United Arab Emirates	ARE	33571582.95	F	Ship	14	1204	6	10	medium	F	5	154	1
3556	United Kingdom	GBR	33580601.97	A	Ship	4	5363	5	4	medium	M	1	230	0
3557	United Republic of Tanzania	TZA	33589620.99	B	Ship	5	4407	3	3	low	F	5	220	0
3558	United States	USA	33598640.01	A	Flight	7	4552	4	3	medium	F	1	220	1
3559	Uruguay	URY	33607659.03	B	Ship	2	5829	3	4	medium	F	5	206	1
3560	Uzbekistan	UZB	33616678.05	B	Ship	45	3945	3	3	medium	F	3	246	1
3561	Vanuatu	VUT	33625697.07	D	Ship	4	4309	3	3	low	M	3	269	0
3562	Venezuela	VEN	33634716.09	F	Ship	49	3441	3	3	medium	F	4	231	1
3563	Viet Nam	VNM	33643735.11	F	Flight	8	5276	4	2	medium	F	1	168	1
3564	Wallis and Futuna Islands	WLF	33652754.13	D	Ship	29	2941	4	2	low	M	4	204	1
3565	Western Sahara	ESH	33661773.15	A	Ship	10	4244	5	3	low	F	2	241	1
3566	Yemen	YEM	33670792.17	B	Road	1	5144	3	3	high	M	4	211	0
3567	Zambia	ZMB	33679811.19	F	Ship	7	5325	4	2	low	M	2	257	1
3568	Zimbabwe	ZWE	33688830.21	B	Road	61	1507	4	3	low	F	4	158	1
3569	Afghanistan	AFG	33697849.23	A	Ship	9	4588	4	4	high	F	2	247	1
3570	Albania	ALB	33706868.25	C	Ship	3	1861	5	6	low	F	5	222	0
3571	Algeria	DZA	33715887.27	C	Ship	23	1689	4	2	low	F	1	141	1
3572	Andorra	AND	33724906.29	C	Road	22	1819	4	3	low	F	2	161	1
3573	Angola	AGO	33733925.31	F	Ship	9	1003	5	6	low	F	4	222	0
3574	Anguilla	AIA	33742944.33	F	Ship	5	4214	3	3	medium	F	3	224	1
3575	Antarctica	ATA	33751963.35	D	Ship	2	4174	3	3	medium	M	2	161	1
3576	Antigua and Barbuda	ATG	33760982.37	A	Road	7	4014	6	6	medium	M	1	192	1
3577	Argentina	ARG	33770001.38	D	Ship	8	1144	2	2	low	M	1	240	1
3578	Armenia	ARM	33779020.4	C	Road	4	4757	4	4	low	M	3	187	0
3579	Aruba	ABW	33788039.42	B	Ship	2	5226	4	4	low	M	3	252	0
3580	Australia	AUS	33797058.44	F	Ship	5	1718	6	5	medium	F	2	131	1
3581	Austria	AUT	33806077.46	F	Ship	32	1329	3	2	low	M	2	178	1
3582	Azerbaijan	AZE	33815096.48	C	Ship	3	5322	3	3	low	F	4	198	0
3583	Bahamas	BHS	33824115.5	B	Road	22	1249	3	4	medium	F	2	143	1
3584	Bahrain	BHR	33833134.52	F	Ship	52	2078	3	2	medium	F	4	183	1
3585	Bangladesh	BGD	33842153.54	C	Road	8	1578	7	5	low	M	5	283	0
3586	Barbados	BRB	33851172.56	A	Ship	8	4308	3	4	low	F	1	194	0
3587	Belarus	BLR	33860191.58	B	Flight	7	1711	4	6	low	M	1	234	0
3588	Belgium	BEL	33869210.6	A	Ship	7	2991	3	10	low	M	1	235	1
3589	Belize	BLZ	33878229.62	F	Road	58	2018	5	2	high	M	2	260	1
3590	Benin	BEN	33887248.64	A	Ship	9	1417	6	4	low	M	3	282	1
3591	Bermuda	BMU	33896267.66	D	Ship	8	1620	3	4	low	F	1	111	1
3592	Bhutan	BTN	33905286.68	D	Ship	3	4500	2	2	medium	F	2	221	1
3593	Bolivia	BOL	33914305.7	D	Flight	21	3830	4	2	medium	F	5	219	1
3594	Bosnia and Herzegovina	BIH	33923324.72	F	Ship	4	4271	5	3	high	M	2	224	0
3595	Botswana	BWA	33932343.74	C	Road	3	5981	5	3	medium	F	1	152	0
3596	Brazil	BRA	33941362.76	B	Flight	63	1218	5	3	low	M	5	133	1
3597	British Virgin Islands	VGB	33950381.78	F	Ship	55	1078	6	5	low	M	5	135	1
3598	Brunei Darussalam	BRN	33959400.8	F	Ship	10	4530	4	3	low	F	5	201	1
3599	Bulgaria	BGR	33968419.82	F	Ship	13	1145	4	3	low	M	4	147	1
3600	Burkina Faso	BFA	33977438.84	A	Ship	8	3127	2	2	low	F	2	192	1
3601	Myanmar	MMR	33986457.86	F	Ship	2	5627	5	2	medium	F	2	206	1
3602	Burundi	BDI	33995476.87	A	Ship	2	4231	3	3	medium	M	2	168	0
3603	Cambodia	KHM	34004495.89	C	Ship	7	1404	6	4	low	M	5	265	1
3604	Cameroon	CMR	34013514.91	F	Ship	62	2400	6	4	medium	M	5	240	1
3605	Canada	CAN	34022533.93	F	Ship	4	5349	5	6	medium	F	4	261	0
3606	Cayman Islands	CYM	34031552.95	B	Ship	3	3837	3	3	medium	M	2	188	1
3607	Central African Republic	CAF	34040571.97	A	Road	6	2616	4	3	low	F	5	202	1
3608	Chad	TCD	34049590.99	B	Ship	1	1235	4	6	medium	M	3	229	1
3609	Chile	CHL	34058610.01	F	Road	10	4861	3	3	low	M	5	158	0
3610	China	CHN	34067629.03	F	Ship	32	1689	4	3	high	F	2	150	1
3611	Colombia	COL	34076648.05	F	Ship	6	5932	3	5	low	M	5	269	1
3612	Comoros	COM	34085667.07	F	Flight	3	4578	4	5	medium	M	2	266	0
3613	Congo	COG	34094686.09	F	Road	1	5204	6	4	medium	F	3	199	0
3614	Cook Islands	COK	34103705.11	C	Ship	9	5912	3	3	medium	F	5	144	0
3615	Costa Rica	CRI	34112724.13	C	Ship	2	5715	3	4	low	F	3	157	1
3616	Cote d'Ivoire	CIV	34121743.15	A	Road	10	1737	3	5	low	M	1	146	0
3617	Croatia	HRV	34130762.17	D	Ship	46	1130	2	2	low	M	2	153	1
3618	Cuba	CUB	34139781.19	F	Flight	21	2600	5	3	high	M	2	217	1
3619	Cyprus	CYP	34148800.21	A	Road	44	2085	5	3	medium	M	2	196	1
3620	Czech Republic	CZE	34157819.23	A	Flight	6	4380	3	10	low	M	5	265	0
3621	Democratic Republic of the Congo	COD	34166838.25	F	Ship	3	5837	4	2	medium	M	4	189	1
3622	Denmark	DNK	34175857.27	F	Ship	7	4013	3	2	medium	M	4	235	1
3623	Djibouti	DJI	34184876.29	C	Flight	6	5474	3	4	low	M	1	143	0
3624	Dominica	DMA	34193895.31	F	Ship	10	5414	6	3	low	F	4	151	1
3625	Dominican Republic	DOM	34202914.33	D	Ship	7	4468	3	3	low	F	2	160	0
3626	Ecuador	ECU	34211933.35	F	Road	7	5738	4	5	low	F	1	224	0
3627	Egypt	EGY	34220952.36	B	Road	48	2466	5	7	medium	F	4	188	1
3628	El Salvador	SLV	34229971.38	C	Flight	6	5987	3	2	low	F	4	150	0
3629	Equatorial Guinea	GNQ	34238990.4	C	Ship	46	2728	3	2	low	M	5	199	1
3630	Eritrea	ERI	34248009.42	F	Ship	10	4186	3	3	medium	F	3	235	0
3631	Estonia	EST	34257028.44	A	Ship	11	1008	3	3	medium	M	3	168	1
3632	Ethiopia	ETH	34266047.46	B	Flight	2	5602	4	3	low	F	2	116	1
3633	Falkland Islands (Malvinas)	FLK	34275066.48	B	Ship	51	3895	4	3	medium	F	4	223	1
3634	Fiji	FJI	34284085.5	F	Ship	2	4124	5	3	low	M	3	141	1
3635	Finland	FIN	34293104.52	B	Flight	31	1037	6	3	high	M	5	113	1
3636	France	FRA	34302123.54	F	Ship	10	2621	3	2	low	F	5	183	1
3637	French Guiana	GUF	34311142.56	D	Ship	6	1032	2	3	medium	M	5	277	0
3638	French Polynesia	PYF	34320161.58	F	Flight	49	1671	2	4	medium	M	5	162	1
3639	French Southern and Antarctic Lands	ATF	34329180.6	A	Ship	6	1228	3	3	low	M	5	180	1
3640	Gabon	GAB	34338199.62	D	Flight	5	4283	4	3	low	F	1	155	1
3641	Gambia	GMB	34347218.64	C	Road	3	1441	5	6	medium	M	3	256	0
3642	Georgia	GEO	34356237.66	D	Ship	19	1660	3	2	low	F	5	113	1
3643	Afghanistan	AFG	182793	A	Ship	10	4061	4	2	high	F	2	215	1
3644	Albania	ALB	282690	F	Ship	7	1702	4	3	low	M	2	165	1
3645	Algeria	DZA	266173	C	Road	9	4179	4	10	low	F	3	207	0
3646	Andorra	AND	44177	B	Ship	3	5078	5	4	low	F	3	117	0
3647	Angola	AGO	99761	A	Flight	6	1269	3	3	high	F	1	139	1
3648	Anguilla	AIA	3476	D	Ship	9	4211	3	2	low	M	4	223	0
3649	Antarctica	ATA	0	F	Ship	6	1900	4	3	low	M	4	136	1
3650	Antigua and Barbuda	ATG	8665	A	Flight	2	1693	4	3	low	F	5	295	0
3651	Argentina	ARG	9394326	F	Ship	12	3296	2	3	medium	F	3	211	1
3652	Armenia	ARM	423417	B	Ship	13	2080	4	3	low	M	4	185	1
3653	Aruba	ABW	41000	F	Ship	8	4907	4	2	medium	F	2	217	1
3654	Australia	AUS	8334802	B	Ship	58	2874	4	4	medium	M	5	241	1
3655	Austria	AUT	4475146	C	Ship	5	5490	2	6	medium	F	5	286	0
3656	Azerbaijan	AZE	793388	C	Ship	52	1977	4	5	low	F	2	139	1
3657	Bahamas	BHS	36114	B	Ship	2	5467	3	7	medium	M	3	156	0
3658	Bahrain	BHR	633348	F	Ship	2	5144	6	3	low	F	1	141	0
3659	Bangladesh	BGD	1982972	F	Road	1	5741	4	2	medium	M	1	160	1
3660	Barbados	BRB	85121	D	Flight	37	1697	6	3	medium	F	1	126	1
3661	Belarus	BLR	982867	D	Flight	15	2745	2	2	low	M	1	218	1
3662	Belgium	BEL	4265296	F	Ship	7	5836	5	2	low	M	2	173	0
3663	Belize	BLZ	64581	F	Road	9	5308	3	5	medium	F	4	287	0
3664	Benin	BEN	27216	B	Flight	10	4972	6	3	medium	M	5	225	0
3665	Bermuda	BMU	16162	F	Ship	8	5119	2	3	low	M	3	226	0
3666	Bhutan	BTN	59824	C	Ship	33	2021	3	2	medium	M	5	264	1
3667	Bolivia	BOL	934235	C	Flight	24	2174	5	2	medium	M	2	232	1
3668	Bosnia and Herzegovina	BIH	379132	F	Ship	8	4930	4	2	medium	F	1	269	0
3669	Botswana	BWA	322769	C	Road	8	4774	3	8	medium	M	3	178	1
3670	Brazil	BRA	32610830	A	Flight	7	5456	4	2	low	M	4	164	0
3671	British Virgin Islands	VGB	6941	D	Ship	10	4194	4	3	low	F	3	196	1
3672	Brunei Darussalam	BRN	167669	C	Ship	9	5940	3	2	low	M	4	267	0
3673	Bulgaria	BGR	1175082	B	Ship	10	1505	5	5	medium	M	1	267	0
3674	Burkina Faso	BFA	20853	B	Ship	3	5873	2	3	low	F	1	163	1
3675	Myanmar	MMR	614000	B	Ship	58	1537	3	2	low	F	2	148	1
3676	Burundi	BDI	42731	F	Ship	5	1261	6	4	high	F	3	306	1
3677	Cambodia	KHM	136308	B	Flight	55	1936	4	5	medium	F	5	158	1
3678	Cameroon	CMR	120068	F	Ship	2	1765	5	6	low	F	4	260	0
3679	Canada	CAN	3952733	F	Flight	5	5188	4	4	low	M	5	98	0
3680	Cayman Islands	CYM	27594	B	Ship	2	4054	5	3	low	M	2	246	1
3681	Central African Republic	CAF	14649	C	Ship	31	1078	2	2	medium	F	1	180	1
3682	Chad	TCD	7426	C	Ship	9	2741	5	8	low	F	3	200	1
3683	Chile	CHL	4035379	F	Flight	62	1765	3	2	low	F	3	179	1
3684	China	CHN	226176	A	Road	3	4732	3	4	medium	M	3	256	0
3685	Colombia	COL	6175181	A	Ship	10	4244	3	7	medium	M	2	158	1
3686	Comoros	COM	8161	D	Ship	6	1427	5	5	low	M	1	232	0
3687	Congo	COG	24128	F	Ship	32	1576	5	2	low	M	1	160	1
3688	Cook Islands	COK	5774	D	Flight	1	4672	5	5	low	F	1	160	0
3689	Costa Rica	CRI	904934	A	Ship	8	5221	3	3	low	F	1	144	1
3690	Cote d'Ivoire	CIV	83729	F	Ship	10	4508	4	2	low	F	4	135	1
3691	Croatia	HRV	1152335	C	Ship	4	5683	3	3	medium	M	1	210	0
3692	Cuba	CUB	1106203	C	Ship	9	1733	5	6	low	F	4	229	0
3693	Cyprus	CYP	504717	F	Ship	7	4957	3	7	low	M	4	170	1
3694	Czech Republic	CZE	3937410	D	Ship	10	4552	4	2	medium	M	5	212	0
3695	Democratic Republic of the Congo	COD	91393	D	Ship	4	5926	4	2	medium	F	2	261	1
3696	Denmark	DNK	3021545	F	Flight	9	2414	4	3	low	F	1	247	1
3697	Djibouti	DJI	15690	B	Ship	4	4962	4	2	low	M	4	171	0
3698	Dominica	DMA	14852	F	Road	1	5300	4	2	low	F	5	194	1
3699	Dominican Republic	DOM	612548	D	Ship	1	4973	4	10	high	M	3	185	0
3700	Ecuador	ECU	915679	F	Ship	6	5621	4	2	low	F	1	248	0
3701	Egypt	EGY	515645	B	Road	5	1078	5	6	low	M	1	226	0
3702	El Salvador	SLV	169646	D	Ship	1	1504	5	5	low	F	2	266	1
3703	Equatorial Guinea	GNQ	16191	A	Road	4	5800	4	3	low	M	2	197	0
3704	Eritrea	ERI	9810	C	Flight	6	3364	3	3	high	F	3	183	1
3705	Estonia	EST	581457	F	Flight	3	1162	4	5	low	M	5	258	0
3706	Ethiopia	ETH	489656	B	Road	10	5971	4	3	medium	M	1	171	0
3707	Falkland Islands (Malvinas)	FLK	1815	B	Ship	33	2542	3	4	low	F	1	254	1
3708	Fiji	FJI	65889	C	Ship	7	1067	7	4	medium	M	3	272	1
3709	Finland	FIN	1145610	A	Road	57	2377	5	10	medium	F	1	247	1
3710	France	FRA	31658727	F	Ship	1	1668	6	4	medium	M	2	247	0
3711	French Guiana	GUF	88362	A	Flight	10	4233	5	3	medium	F	2	233	1
3712	French Polynesia	PYF	73386	B	Road	9	5550	3	4	medium	M	5	213	1
3713	French Southern and Antarctic Lands	ATF	0	B	Ship	6	4170	3	2	medium	M	3	150	1
3714	Gabon	GAB	47939	C	Ship	7	1875	5	5	low	M	5	274	1
3715	Gambia	GMB	12002	C	Flight	4	1948	6	4	low	F	3	269	1
3716	Georgia	GEO	1662299	F	Road	5	1484	6	4	medium	M	5	281	0
3717	Germany	DEU	28673212	D	Ship	10	1669	6	4	low	M	5	263	0
3718	Ghana	GHA	166546	B	Ship	5	4970	5	4	medium	F	1	256	1
3719	Gibraltar	GIB	19633	A	Ship	7	5190	4	2	low	M	4	171	1
3720	Greece	GRC	3755074	C	Ship	38	3877	4	2	low	F	3	264	1
3721	Greenland	GRL	11971	F	Ship	60	2715	4	3	low	M	4	228	1
3722	Grenada	GRD	18475	D	Ship	22	2818	3	3	low	M	2	220	1
3723	Guadeloupe	GLP	171431	D	Ship	46	3642	3	3	low	M	2	200	1
3724	Guatemala	GTM	922340	A	Ship	5	5195	5	6	medium	F	2	215	1
3725	Guinea	GIN	36597	B	Ship	41	3973	3	2	high	F	4	254	1
3726	Guinea-Bissau	GNB	8369	D	Ship	18	2582	5	2	low	M	1	226	1
3727	Guyana	GUY	67699	C	Ship	5	5790	5	3	low	F	1	148	0
3728	Haiti	HTI	31677	A	Ship	42	3814	3	2	low	F	5	195	1
3729	Holy See (Vatican City)	VAT	29	A	Flight	10	1238	7	5	medium	M	1	255	1
3730	Honduras	HND	427718	C	Ship	3	4930	4	2	high	F	3	254	0
3731	Hong Kong	HKG	1256279	D	Flight	3	1544	6	4	low	F	4	290	1
3732	Hungary	HUN	1932788	B	Ship	9	4205	4	3	low	F	5	253	0
3733	Iceland	ISL	195259	C	Flight	3	4456	5	2	low	M	3	256	0
3734	India	IND	43547809	B	Flight	6	4559	4	3	high	F	2	272	0
3735	Indonesia	IDN	6097928	B	Ship	10	4860	4	4	medium	F	1	238	0
3736	Iran (Islamic Republic of)	IRN	7241648	A	Ship	2	4207	3	2	low	M	5	283	0
3737	Iraq	IRQ	2364453	B	Ship	32	1921	6	3	medium	F	5	174	1
3738	Ireland	IRL	1600614	C	Ship	8	4228	5	3	medium	F	3	251	1
3739	Isle of Man	IMN	36463	D	Ship	63	1173	2	5	low	M	5	282	1
3740	Israel	ISR	4404223	D	Flight	6	5482	3	3	low	F	3	264	1
3741	Italy	ITA	18938771	C	Ship	52	2440	4	3	medium	F	3	246	1
3742	Jamaica	JAM	143408	B	Road	1	3602	4	4	low	F	2	202	1
